Date;Time;Millis;Comment;Latitude;Longitude;Altitude;Course;Speed;HDOP;Satellites;BatteryLevel;Left;Right;Confirmed;Marked;Invalid;InsidePrivacyArea;Factor;Measurements;Tms1;Lus1;Rus1;Tms2;Lus2;Rus2;Tms3;Lus3;Rus3;Tms4;Lus4;Rus4;Tms5;Lus5;Rus5;Tms6;Lus6;Rus6;Tms7;Lus7;Rus7;Tms8;Lus8;Rus8;Tms9;Lus9;Rus9;Tms10;Lus10;Rus10;Tms11;Lus11;Rus11;Tms12;Lus12;Rus12;Tms13;Lus13;Rus13;Tms14;Lus14;Rus14;Tms15;Lus15;Rus15;Tms16;Lus16;Rus16;Tms17;Lus17;Rus17;Tms18;Lus18;Rus18;Tms19;Lus19;Rus19;Tms20;Lus20;Rus20;Tms21;Lus21;Rus21;Tms22;Lus22;Rus22;Tms23;Lus23;Rus23;Tms24;Lus24;Rus24;Tms25;Lus25;Rus25;Tms26;Lus26;Rus26;Tms27;Lus27;Rus27;Tms28;Lus28;Rus28;Tms29;Lus29;Rus29;Tms30;Lus30;Rus30;Tms31;Lus31;Rus31;Tms32;Lus32;Rus32;Tms33;Lus33;Rus33;Tms34;Lus34;Rus34;Tms35;Lus35;Rus35;Tms36;Lus36;Rus36;Tms37;Lus37;Rus37;Tms38;Lus38;Rus38;Tms39;Lus39;Rus39;Tms40;Lus40;Rus40;Tms41;Lus41;Rus41;Tms42;Lus42;Rus42;Tms43;Lus43;Rus43;Tms44;Lus44;Rus44;Tms45;Lus45;Rus45;Tms46;Lus46;Rus46;Tms47;Lus47;Rus47;Tms48;Lus48;Rus48;Tms49;Lus49;Rus49;Tms50;Lus50;Rus50;Tms51;Lus51;Rus51;Tms52;Lus52;Rus52;Tms53;Lus53;Rus53;Tms54;Lus54;Rus54;Tms55;Lus55;Rus55;Tms56;Lus56;Rus56;Tms57;Lus57;Rus57;Tms58;Lus58;Rus58;Tms59;Lus59;Rus59;Tms60;Lus60;Rus60
15.12.2021;10:37:31;20223;;470.638.754;154.320.661;448.33;19.513.860;29.0;6.22;3;4.06;;1;0;;0;0;58;30;0;;;63;;1494;79;;;112;;1514;129;;;162;;1568;178;;;211;;1688;227;;;261;;1767;277;;;310;;1827;326;;;359;;1901;384;;;418;;2038;440;;;473;;2141;495;;;528;;2196;551;;;584;;2318;607;;;640;;2373;662;;;695;;2439;720;;;753;;2480;776;;;809;;2601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:31;21051;;470.638.754;154.320.661;448.33;19.513.860;29.0;6.22;3;4.05;;14;0;;0;0;58;36;0;;;39;;2589;61;;;95;;2601;112;;;145;;2649;162;;;195;;2693;218;;;251;;2736;274;;;307;;2811;329;;;363;;2839;385;;;419;;2865;436;;;469;;2916;492;;;525;;2903;550;;;583;;2979;601;;;634;;2957;651;;;684;;2987;707;;;741;;2922;764;;;797;;2857;814;;;847;;2850;872;;;905;;;938;;;971;;2937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:32;22051;;470.629.488;154.321.408;452.57;18.754.881;44.4;6.21;3;4.05;2;20;0;;0;0;58;34;0;;;39;;3004;62;;;95;;2953;118;;;151;;3103;174;;;208;;3275;231;;;264;;3426;288;1505;;304;;3477;327;1459;;344;;3626;363;1870;;379;;;420;;;462;;4077;489;;;522;;4326;547;;;580;;4551;599;;;632;;4815;657;;;690;;4901;718;;;751;;4815;770;;;803;;;842;;;875;;;918;;;951;;4543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:33;23021;;470.622.102;154.321.391;456.02;18.671.647;51.4;6.21;3;4.05;;49;0;;0;0;58;36;0;;;34;;4600;63;;;106;;4722;126;;;159;;4733;186;;;219;;5001;238;;;272;;;310;;;343;;4924;363;;;396;;4977;421;;;454;;5063;474;;;507;;5083;532;;;565;;5111;585;;;618;;5132;644;;;677;;5147;696;;;730;;5238;749;;;782;;5170;808;;;841;;5185;861;;;894;;5195;914;;;947;;5177;966;;;999;;5168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:34;24040;;470.614.889;154.323.216;452.50;19.045.305;46.2;9.49;4;4.05;;55;0;;0;0;58;36;0;;;34;;5190;64;;;97;;5159;117;;;150;;5159;175;;;208;;5135;228;;;261;;5117;281;;;314;;5105;334;;;367;;5088;386;;;419;;5061;445;;;478;;5002;497;;;531;;5003;556;;;589;;4964;609;;;642;;4955;667;;;700;;4933;720;;;753;;4924;772;;;805;;4932;825;;;858;;4977;877;;;910;;4950;930;;;963;;5023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:35;25024;;470.628.268;154.331.260;376.63;17.879.580;15.5;1.97;5;4.05;;56;0;;0;0;58;34;0;;;33;;5076;60;;;96;;5138;122;;;155;;5249;180;;;214;;5339;241;;;274;;5350;300;;;333;;5449;353;;;386;;5500;412;;;445;;5698;471;;;504;;5699;530;;;564;;5827;584;;;617;;5953;645;;;679;;6109;705;;;738;;6271;765;;;798;;6349;824;;;858;;6504;884;;;917;;6612;946;;;980;;6737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:36;26031;;470.628.903;154.331.928;348.69;16.529.507;14.7;1.97;5;4.05;161;86;0;;0;0;58;33;0;;;34;;6873;80;;;113;;;152;;;185;;7254;215;13042;;242;;7334;270;12838;;297;;7476;319;11177;;345;;7545;373;11122;;399;;7719;431;11033;;456;;7910;484;12591;;511;;7952;539;12635;;567;;8123;595;;;628;;8279;658;;;691;;8407;719;10443;;744;;8672;773;;;806;;;844;;;877;;8937;908;;;942;;;984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:37;27048;;470.630.656;154.330.988;331.31;15.398.049;10.2;2.01;4;4.05;;137;0;;0;0;58;30;0;;;38;;9725;72;;;105;;9963;137;;;170;;10279;195;;;228;;;266;;;300;;;342;;;375;;;408;;;441;;11511;467;;;500;;;534;;;567;;;600;;;633;;12379;660;;;693;;;726;;;759;;;792;7116;;814;;13170;842;;;875;;;908;;;941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:38;28060;;470.631.084;154.329.802;342.24;15.398.049;6.9;2.38;4;4.05;;227;0;;0;0;58;29;0;;;52;;;86;;;119;;;152;;;185;;14845;214;;;247;;;280;;;313;;;347;;;380;;14827;409;;;442;;14942;481;;;514;;15004;543;;;577;;;615;;;648;;13486;676;;;710;;15127;747;;;780;;;813;;;846;;15173;881;;;915;;15204;950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:39;29043;;470.628.526;154.327.032;426.60;15.398.049;5.4;3.79;3;4.05;;231;0;;0;0;58;29;0;;;35;;14961;70;;;103;;;141;;;175;;;217;;;250;;;283;;;316;;;349;;;382;;;415;;;448;;;482;;;515;;;548;;;581;;;614;;;647;;16436;678;12179;;705;;;738;;;771;;;804;;;837;;17591;869;;;902;;;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:40;30049;;470.628.286;154.326.007;441.10;15.398.049;5.7;3.79;3;4.05;;286;0;;0;0;58;29;0;;;34;;18371;76;;;110;;;152;;;185;;;218;;;251;;;284;;;317;;;350;;;384;;;417;;;450;;;483;;;516;;;549;;;582;;;615;;;648;;;681;;;714;;;747;;;781;;;814;;;847;;;880;;;913;;;946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:41;31066;;470.628.189;154.325.332;447.83;15.398.049;5.1;3.79;3;4.05;210;;0;;0;0;58;28;0;;;43;;;76;;;109;;;142;14419;;171;;;204;13929;;242;;;275;13699;;303;;;342;;;375;;;408;;;441;;;474;14214;;503;;;536;;;569;;;602;;;635;;;668;;;701;;;735;;;768;;;801;;;834;;;867;;;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:42;32038;;470.628.973;154.323.791;448.73;15.398.049;3.0;3.75;4;4.05;;;0;;0;0;58;30;0;;;34;;;77;;;110;;;143;;;176;;;209;;;242;;;275;17265;;307;;;340;;;373;;;406;;;439;;;472;;;505;;;539;;;572;;;605;;;638;;;671;;;704;;;737;;;770;;;803;;;836;;;869;;;902;;;936;;;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:43;33042;;470.629.309;154.324.065;449.70;15.398.049;0.8;2.73;5;4.05;;;0;;0;0;58;30;0;;;33;;;76;;;109;;;143;;;176;;;209;;;242;;;275;;;308;;;341;;;374;;;407;;;440;;;473;;;507;;;540;;;573;;;606;;;639;;;672;;;705;;;738;;;771;;;804;;;838;;;871;;;904;;;937;;;970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:44;34049;;470.628.441;154.324.191;449.45;15.398.049;4.2;1.46;6;4.05;246;;0;;0;0;58;30;0;;;34;;;71;;;104;;;137;;;170;;;203;16172;;234;;;267;16817;;298;;;331;;;365;;;398;;;431;;;464;;;497;;;530;;;563;;;596;;;629;;;662;15835;;693;;;726;16028;;756;;;789;17614;;822;;;855;17848;;887;;;920;;;953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:45;35038;;470.628.121;154.324.636;449.26;15.398.049;6.8;1.46;6;4.04;282;;0;;0;0;58;30;0;18144;;33;;;71;18378;;104;;;138;;;171;;;204;;;237;;;270;;;303;;;336;;;369;;;402;;;435;;;469;;;502;;;535;;;568;;;601;18473;;634;;;667;;;700;;;733;;;766;;;799;;;833;;;866;;;899;;;932;;;965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:46;36039;;470.627.822;154.325.552;448.22;16.074.701;10.3;1.46;6;4.04;;;0;;0;0;58;30;0;;;34;;;78;;;111;;;144;;;177;;;210;;;243;;;276;;;309;;;342;;;376;;;409;17986;;441;;;474;;;507;;;540;;;573;;;606;;;640;;;673;;;706;;;739;;;772;;;805;;;838;;;871;;;904;;;937;;;970;;13777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:47;37040;;470.627.969;154.326.710;445.63;15.516.133;9.5;19.56;4;4.04;;205;0;;0;0;58;29;0;;;43;;13639;95;;;129;;;162;;;195;;13226;228;;;261;;;304;;;337;;;370;;;403;;;436;;;469;;;502;;;535;;;568;;;601;;;635;;;668;;;701;;;734;;;767;;;800;;;833;;;866;;;899;;;932;;;965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:48;38041;;470.627.851;154.327.106;442.80;15.754.207;8.8;1.56;5;4.04;;;0;;0;0;58;30;0;;;34;;;67;;;100;;;133;;;167;;;200;;;233;;;266;;;299;;;332;;;365;;;398;;;431;;10879;456;;;490;;;523;;;556;;;589;;;622;;;655;;;688;;;721;;;754;;;787;;;820;;;853;;;886;;;919;;;952;;10815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:49;39056;;470.627.677;154.327.238;440.89;16.132.157;8.4;1.56;5;4.04;;164;0;;0;0;58;30;0;;;43;;;77;;;110;;;143;;;176;;;209;;;242;;;275;;;308;;;341;;;374;;;407;;;440;;;474;;;507;;11710;533;;;566;;11134;600;;;633;;11299;666;;;700;;;733;;;766;;;808;;;841;;;874;;;907;;11340;933;;;966;;11638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:50;40060;;470.627.523;154.327.314;441.20;15.820.815;7.3;1.48;6;4.04;;164;0;;0;0;58;29;0;;;37;;;70;;;103;;;145;;;178;;11275;204;;;237;;11109;272;;;305;;;338;;;371;;;414;;;447;;;480;;;513;;;546;;;579;;;612;;;645;;;678;;;711;;;744;;;777;;;811;;;844;;;877;;;910;;;943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:51;41039;;470.627.449;154.327.566;442.94;14.891.648;6.6;1.48;6;4.04;;158;0;;0;0;58;29;0;;;43;;;76;;;110;;;143;;;176;;;209;;;242;;;275;;;308;;;341;;;374;;;407;;;440;;10946;466;;;499;;;532;;;565;;10875;600;;;633;;;675;;;708;;;741;;;774;;;808;;;841;;;874;;;907;;;940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:52;42049;;470.627.858;154.327.522;444.38;14.891.648;4.7;1.36;7;4.04;;152;0;;0;0;58;29;0;;;43;;;76;;;110;;;143;;;176;;;209;;;242;;;275;;;308;;;341;;;374;;11029;400;;;433;;;466;;;499;;10379;533;;;566;;10572;599;;;632;;12138;658;;;692;;;732;;;765;;;808;;;841;;;874;;;907;;10976;932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:53;43052;;470.628.262;154.328.282;446.37;14.891.648;6.1;1.48;6;4.04;;;0;;0;0;58;29;0;;;38;;;71;;;104;;;137;;;170;;;203;;;236;;;270;;;303;;;336;;;369;;;402;;;435;;;468;;;501;;;534;;;567;;;600;;;633;;;667;;;700;;;733;;;766;;;799;;;832;;;865;;;898;;;931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:54;44053;;470.628.338;154.328.178;448.01;14.891.648;5.4;1.87;6;4.04;274;274;0;;0;0;58;29;0;;;38;;;71;;;104;;;137;;;170;;14372;199;;;232;;;265;;;298;;;331;;;364;;;397;;;430;;;463;17645;;496;;;529;17569;;570;;;603;;;636;;;669;;;702;;;736;;;769;;;802;;;835;;17632;867;;;900;;16558;940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:55;45063;;470.628.828;154.328.456;447.85;14.891.648;5.1;1.36;7;4.04;;149;0;;0;0;58;28;0;;;34;;;67;;;101;;;143;;;176;;;209;;;242;;;276;16561;;307;;;340;;;373;;;406;;;439;;10314;464;;;497;;10386;531;;;564;;;597;;;631;;17511;672;;;705;;;747;;;780;;;813;;;846;;;880;;;913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:56;46046;;470.629.142;154.328.778;454.31;14.891.648;5.1;1.36;7;100.00;245;;0;;0;0;58;30;0;15975;;31;;;75;15864;;105;;;146;;;179;;;216;;;250;;;283;;;316;;;349;;;383;;;416;;;449;;;482;15538;;512;;;546;;;579;;;612;;;645;;;678;;;712;;;745;14959;;774;;;808;;;841;;;874;;;907;;;940;;;974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:57;47055;;470.629.448;154.329.410;458.97;8.435.183;6.3;2.43;6;100.00;;;0;;0;0;58;30;0;;;38;;;72;14640;;101;;;134;;;167;;;201;;;234;;;267;;;300;;;333;;;367;;;400;;;433;;;466;;;500;;;533;;;566;;;599;13962;;628;;;661;;;694;;;728;;;761;;;794;;;827;;;861;;;894;;;927;;;960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:58;48051;;470.629.684;154.330.132;466.63;7.740.036;7.5;2.43;6;100.00;;;0;;0;0;58;30;0;;;35;;;77;;;111;;;144;;;177;;;210;;;244;;;277;;;310;;;343;14097;;372;;;405;;;438;;;472;;;505;;;538;;;571;;;604;;;638;;;671;;;704;;;737;;;770;;;804;;;837;;;870;12907;;898;;;931;;;964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:37:59;49051;;470.629.836;154.330.420;465.32;7.505.250;6.9;2.62;5;100.00;;;0;;0;0;58;30;0;;;35;;;68;;;101;;;135;15141;;165;;;198;;;231;;;264;;;297;;;331;;;364;;;397;;;430;;;464;;;497;;;530;;;563;;;597;;;630;;;663;;;696;;;729;;;763;;;796;;;829;;;862;;;896;;;929;;;962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:01;50497;DEV: Mem: 222k Buffer: 3k last write time: 205;470.630.046;154.331.278;460.98;7.512.082;7.2;2.61;5;100.00;;;0;;0;0;58;16;0;;;37;;;70;;;103;;;137;18211;;169;;;203;;;236;;;269;;;302;;;336;;;369;;;402;;;435;;;468;;;502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:01;51035;DEV: Mem: 222k Buffer: 3k last write time: 205;470.630.046;154.331.278;460.98;7.512.082;7.2;2.61;5;100.00;;193;0;;0;0;58;30;0;;;34;;;69;;;102;;;135;;;168;;;201;;;235;;;268;;;301;;14819;331;;;364;;14411;402;;;436;;13994;472;;;505;;13646;539;;;572;;;606;;;639;;12961;674;;;707;;12709;745;;;778;;;811;;;844;;;887;;;920;;;953;;;986;;11340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:02;52049;DEV: Mem min free: 221k;470.630.112;154.331.674;457.24;7.555.770;7.4;2.61;5;100.00;;165;0;;0;0;58;29;0;;;44;;10903;92;;;126;;;159;;;192;;;235;;;268;;;301;;;334;;;368;;;401;;;434;;;467;;;501;;;534;;;567;;;600;;;633;;;667;;12182;694;;;727;;;760;;;793;;;826;;;860;;;893;;;926;;;959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:03;53045;DEV: GPS lastNoiseLevel: 85;470.629.517;154.331.476;429.48;8.130.830;6.5;2.63;4;100.00;;227;0;;0;0;58;28;0;;;43;;;76;;;110;;14112;138;;;172;;;205;;;238;;14924;277;;;310;;15271;348;;;381;;15552;411;;;445;;15810;481;;;514;;16090;553;;;586;;17341;624;;;657;;;698;;;732;;;774;;;807;;;841;;;874;;;907;;;940;;17121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:04;54054;DEV: GPS baud: 115201;470.628.839;154.331.686;425.78;8.814.290;5.7;1.50;6;100.00;;223;0;;0;0;58;29;0;;;34;;;71;;;104;;;137;;;170;;;204;;;237;;;270;;;303;;;337;;;370;;15701;400;;;433;;15483;473;;;506;;15559;544;;;578;;14867;613;;;646;;14678;681;;;715;;14492;749;;;783;;;816;;;849;;;892;;;925;;;958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:05;55049;DEV: GPS alp bytes: 8610;470.628.853;154.331.903;423.70;8.814.290;3.0;1.50;6;100.00;;177;0;;0;0;58;29;0;;;34;;;68;;;101;;;134;;;167;;;200;;;234;;12815;261;;;294;;;328;;;361;;12435;397;;;430;;12253;465;;;498;;12162;531;;;564;;13806;592;;;626;;12012;660;;;693;;12010;725;;;758;;11926;785;;;818;;;852;;;885;;;927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:06;56047;DEV: GPS: RINV: Notice: no data saved!;470.628.683;154.332.363;421.76;8.814.290;3.1;1.50;6;100.00;;166;0;;0;0;58;29;0;;;35;;;69;;;102;;;135;;;168;;;201;;;235;;;268;;;301;;12139;328;;;361;;11902;397;;;430;;11704;462;;;496;;11508;527;;;560;;11377;594;;;627;;11278;659;;;692;;12859;720;;;753;;;793;;;827;;;869;;;902;;;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:07;57051;DEV: GPS: RINV: openbikesensor.org/v0.4.496;470.628.257;154.332.669;419.95;8.814.290;3.3;1.50;6;100.00;;153;0;;0;0;58;29;0;;;38;;;71;;;105;;11346;131;;;164;;;197;;;230;;;263;;;297;;10691;322;;;355;;10664;390;;;423;;;456;;;489;;10639;520;;;554;;10784;585;;;618;;10755;643;;;677;;;710;;;743;;;785;;;819;;;852;;;885;;;918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:08;58040;DEV: GPS: NTC: Resetting GPS;470.628.264;154.333.312;418.53;8.814.290;4.7;1.50;6;100.00;;153;0;;0;0;58;29;0;;;37;;;71;;;104;;10666;129;;;162;;10464;197;;;230;;;263;;;296;;;339;;;372;;10662;397;;;431;;10763;465;;;499;;10884;524;;;557;;11038;589;;;622;;11224;655;;;689;;11387;720;;;754;;;792;;;826;;;868;;;901;;;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:09;59045;DEV: GPS: DBG: RF off;470.628.155;154.333.726;417.56;8.814.290;5.5;1.50;6;100.00;;158;0;;0;0;58;29;0;;;35;;;68;;;101;;;134;;;168;;;201;;;234;;10886;260;;;293;;10920;328;;;361;;;394;;;427;;12778;462;;;496;;11118;522;;;555;;;588;;;621;;11486;655;;;688;;;731;;;764;;;797;;;830;;;864;;;897;;;930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:10;60045;DEV: GPS: DBG: FP chip=6 f=26000000 if=3008250(2906250,102000);470.628.038;154.334.107;416.54;8.814.290;5.5;1.50;6;100.00;;166;0;;0;0;58;30;0;;;38;;;71;;;105;;11526;131;;;164;;11494;199;;;233;;11415;259;2744;;276;;11819;303;;;336;;11407;368;;;401;;;442;;;475;;12688;510;;;543;;;586;;;619;;;652;;;686;;;719;;;752;;;785;;;818;;;852;;;885;;;918;;;951;;11925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:11;61061;DEV: GPS: DBG: RF addr 88;470.627.608;154.334.442;415.38;8.814.290;7.0;1.50;6;100.00;;171;0;;0;0;58;30;0;;;37;;11706;73;;;106;;11714;138;;;171;;11691;198;;;231;;11720;257;;;291;;11791;322;;;356;;11860;388;;;421;;;460;;;493;;;535;;;569;;;602;;;635;;13630;663;;;697;;;730;;;763;;;796;;;830;;13139;857;;;891;;13058;928;;;961;;12984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.2021;10:38:12;62057;DEV: GPS: DBG: ALPSRV no stor;470.627.166;154.334.852;414.20;13.811.283;8.7;1.50;6;100.00;;187;0;;0;0;58;30;0;;;38;;12901;72;;;105;;;138;;;171;;;214;;;247;;;280;;;313;;;347;;;380;;;413;;;446;;;480;;;513;;;546;;;579;;12391;606;;;640;;;673;;;706;;12597;742;;;776;;1218;792;;;825;;;858;;;891;;12761;926;;;960;;12893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
